URL,Category,Sub Category,Date,Time,Title,Content,View,Share,Comment_info
https://www.sinchew.com.my/content/content_2342230.html,即时国内/ 哈迪：与他党合作不曾吃亏·伊党百忍成金赢敬重,全国,即时,2020-09-13,19:54:53,  （哥打峇鲁13日讯）伊斯兰党主席拿督斯里哈迪阿旺表示，从上个世纪60年代至今，伊党与多个政党交会及合作都不曾吃亏，而且懂得百忍成金的道理，换来许多人的敬重。 他为伊党第66届全国代表大会致休会词时说，伊党先是和国民党合作，513事件之后则与国阵合作。 “我们曾经在90年代与46精神党合作，拿回丹州政权并维持至今30年；与民联合作的时候，我们的区支部和党员增加。” 伊党以伊斯兰为原则 他表示，这些年下来，伊党势力慢慢渗透各政府机关，尤其是在吉兰丹和登嘉楼，而伊党的秘诀是以伊斯兰为原则。 他相信通过政治合作就能取得大团结，所以第14届大选结束之后，伊党与巫统合作组成反对党阵线。 “我们提醒巫统一定要改变，所以才有了全民共识，这样才能拯救马来人、拯救伊斯兰。巫统的领导人起初不要出席，我们好不容易安排马哈迪和巫统见面，不过，马哈迪最后失手无法控制大局。” 他说，伊党最后成为造王者，慕尤丁则成为首相，并以君子承诺，大选要确保一对一，所以才决定不在沙巴参选。 #  ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342212.html,即时国内/ 哈欣雅欣：冷静处理沙选课题·“伊党党员高度情商”,全国,即时,2020-09-13,19:25:48,"（哥打峇鲁13日讯）伊党让步没参选沙巴州选举，伊党长老协商理事会主席拿督哈欣雅欣以为此事将在代表大会热议，却发现党员冷静处理，展示了高度情商。 他承认，一度担心伊党没在沙巴参选的课题会在大会发酵，结果他猜错了。 哈欣雅欣在哥市为伊党第66届全国代表大会致休会词时，这么表示。 但是，他强调，这样的情商并不是一天内就有，正所谓前人种树、后人乘凉，是党多年来的培训才有这样的良好态度。 ""我知道有人心里不满，但是，我们証明了伊党是与众不同。"" 他也指出，伊党即与所有人为敌，也与所有人为友，伊党在交友结恶都有它的技巧，所以，伊党总是能让人家留下好印象。  ",nan,nan,nan
https://www.sinchew.com.my/content/content_2342203.html,即时国内/ 直区部长：已和市长商讨·隆市商店准营业至2am,全国,即时,2020-09-13,19:01:18, （吉隆坡13日讯）吉隆坡市政局（DBKL）昨日才宣布不跟随联邦政府，餐厅与便利商店只能营业至凌晨12时就必须关店，联邦直辖区部长丹斯里安努亚慕沙今日却有不同的宣布！ 安努亚慕沙表示，从明日开始，DBKL管辖范围内的餐厅与便利商店，都获准营业至凌晨2时。 他说，这符合国防部高级部长拿督斯里依斯迈沙比利的宣布，也就是所有商店都可以延长营业时间至凌晨2时。 “我刚才有和吉隆坡市长拿督诺希山达兰讨论这件事了。” “应该要给予长期受到行动管制令影响的商家机会，增加他们的收入。” 安努亚慕沙是在武吉加拉公园的一场活动上，召开新闻发布会这么表示。 ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342184.html,即时国内/ 结束加管·格南卡及马瓦今晚12时解封,全国,即时,2020-09-13,18:43:04,（双溪大年13日讯）吉中的其中2个加强行管区，即阿曼再也的格南卡（Kenanga）以及马瓦（Mawar）区，在居民隔离观察期间，分别是“零”及“一”宗确诊病例，所以两区居民在今晚午夜12时起正式结束了17天的加强行管期，可以自由活动了。 瓜拉姆拉警区主任阿兹利说，格南卡以及马瓦今晚过后解封，警方今晚10时开始，会撤掉当地的路障，以及拆走围筑在该区四周的铁蒺藜。 他说，尽管会提早撤掉路障，但该2区的居民，要等到子夜12时后，才可真正的自由。 瓜拉姆拉卫生局今天也通过官方脸书发布消息，促请即将解封的地区的居民，到该区临时检测中心填写资料后摘除隔离手环。 ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342183.html,即时国内/ 邀薇薇奧娜一家人晚餐·慕尤丁一起比V自拍,全国,即时,2020-09-13,18:46:25,（亚庇13日讯）继科学工艺及革新部长凯里早前代表政府向“爬树应考”的沙巴大学女学生薇薇奥娜及其父母道歉后，首相丹斯里慕尤丁也趁著在沙巴助选之际，邀请薇薇奥娜及她父母一同用餐。 薇薇奥娜今午在社交媒体Instagram上张贴一张她与慕尤丁的逗趣合照，并写道“太棒了！我和我的父母受邀与大马第八任首相丹斯里慕尤丁一同用餐，实在太荣幸了”。 此外，她也称，慕尤丁是一位谦虚和了不起的人，并对慕尤丁表达感谢。 较早前，在沙巴大学念书的薇薇奥娜在考试期间，为了获得更好的网络讯号而爬树应考，并拍下视频上传到Youtube，引起许多人关注，不过通讯及多媒体副部长查希迪称薇薇奥娜的视频涉造假，引起轩然大波，他最后也已经在上议院对此正式道歉。   ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342163.html,即时国内/ 伊党促严打非法减合法·打造“零赌”大马,全国,即时,2020-09-13,18:28:47, （哥打峇鲁13日讯）伊党全国代表大会通过提案，要求政府严厉打击日益严重的非法赌博，同时控制及减少合法的赌博业，以打造“零赌博业”的国家！ 上述提案由来自伊党妇女组的上议员阿斯玛胡欣提呈。 线上赌博问题猖獗 她指出，我国的非法赌博日益严重，并扩展到乡镇及垦殖区，而行动管制期间，线上赌博的问题更是越来越猖獗。 她说，非法赌博的经营者通常是华人，而他们会安排马来人代理，在乡村地区进行非法赌博的相关活动。 她表示，因为赌博而倾家荡产、家破人亡及衍生的社会问题，常有所闻。实际上，不是进赌场赌钱，才算赌博，线上赌博及非法赌博活动，都是赌博行为，应该被遏止，尤其是非法赌博活动。 她促请执法单位严厉打击非法赌博活动。  不承认以色列提案通过 此外，大会一致通过，不承认以色列，并且拒绝与以色例存在任何形式的外交关系。同时，促请阿拉伯国家，继续援助巴勒斯坦，以促进巴勒斯坦的经济发展。 该提案由伊党老长会提呈，有关方面不满，继阿联酋后，又有阿拉伯国家即巴林同意与以色列关系正常化的最新进展。 另一方面，伊党大会也没有进行辩论的情况下，通过数项提案，包括： ●促请国盟政府严惩侮辱及不尊重国旗和国家原则者。 ●强化全民共识，并继续支持国盟政府。 ●恭贺首相丹斯里慕尤丁及前线人员，在控制我国冠病疫情方面所取得的成效。 ●建议财政部放宽公积金第一户口，以便穆斯林会员可以申请提领部份款额，用于前往朝圣，特别是第一次进行朝圣者。 ●吁请高等教育部发放援助金予大学生，以助减轻他们在疫情期间所面对的经济问题。 ●吁请教育部把“伊斯兰教育”列为穆斯林学生的政府考试必考科。 ●吁请党制定符合伊斯兰政策的政治资金管理指南和程序，避免违背党的斗争。 ●吁请伊党在来届大选争取在至少50个有潜力的国会议席竞选，并且保留其中20％的席位给青年上阵。 ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342117.html,即时国内/ 黄家和：希盟101直接谈判合约·“不守财政部SOP 才会查”,全国,即时,2020-09-13,17:57:28, （吉隆坡13日讯）国会公共账目委员会（PAC）主席黄家和指出，公账会只有在发现存在不遵守财政部标准作业程序（SOP）的情况下，才会针对101项在希盟掌权期间，透过直接谈判方式颁发的有问题合约展开调查。 黄家和接受《每日新闻》专访时指出，他过去两年担任公账会成员期间，已多次获得财政部的通报，告知相关101个直接谈判项目的政府采购标准操作程序。 采购方式获法律允许 他说，政府的采购有几种方法，即通过直接谈判，有限招标和公开招标，而这些采购方式都是法律所允许的。 “对于公账会而言，无论是希盟、国阵或国盟政府所进行的直接谈判，并非每一项直接谈判都是有问题的。” 他强调，若直接谈判符合法律的要求，即涉及紧急情况、公共利益或国家安全问题，直接谈判的采购项目是被允许进行。 “针对希盟时期的101个直接谈判项目，公账会只会在发现存有不遵守财政部标准作业程序的情况才会采取任何措施，目前我不能说所有这一切（101个直接谈判项目）是否都有特殊的情况；但整体而言，我们只处理受到关注的案件。” 黄家和指出，公账会不可能针对每一个直接谈判项目都展开调查。 “在国阵执政期间，也有直接谈判项目，但我们不可能全部调查。” 他补充，国盟掌政后即遇上冠病疫情肆虐，因此也有许多项目或政府采购，都需要进行直接谈判，以便能更快速地解决问题。 ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342111.html,即时国内/ 3大感染群皆涉前线人员·诺希山：吸取教训严守SOP,全国,即时,2020-09-13,17:37:16, （布城13日讯）卫生总监丹斯里诺希山表示，国内3大感染群——沙巴城墙、吉打打活及双溪感染群都涉及前线人员，包括医护人员不幸感染冠病病毒。 他提醒医护人员从同僚的遭遇中吸取教训，执勤时必须更加谨慎地遵守标准作业程序（SOP）。 “所有的前线人员都必须从此事吸取教训，执勤时，所有的前线人员必须时刻遵守已制定的指南及条例。” 诺希山在汇报今日冠病疫情数据的文告中，也忠告前线人员在处理病例时要穿上个人防护衣（PPE）及面罩，事前事后都要用肥皂洗手。 “在共用的场所，人与人之间保持至少1公尺的人身距离，尤其是休息时间的时候” “在经常会碰触的地方进行清理及消毒。” ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342105.html,即时国内/ 防冠病确诊突暴涨·诺希山：续采预防措施,全国,即时,2020-09-13,17:25:52,（八打灵再也13日讯）卫生总监丹斯里诺希山提醒，我国必须持续采取预防措施，包括加强边界管制及防堵非法移民偷渡入境，否则将会像其他国家那样，出现冠病确诊案例暴涨的情况。 加强边界管制防堵老鼠洞 “马来西亚并没有对冠病免疫，如果我们不持续采取预防措施，我们会像外国那样，出现大量确诊的冠病病例。” 他在脸书上张贴一张图表，显示我国在截至昨天的9868宗确诊案例，在全球211个国家里排在后列，但他仍提醒大家不要掉以轻心。 “我们必须加强边界管制，包括防堵老鼠洞，以免非法移民伺机偷渡入境；人民也受促遵从卫生部建议的标准作业程序，防止冠病蔓延。” 他强调，如果我们不照顾自己，如一些国家出现越来越多冠病确诊病例那样的情况，也很有可能会发生在马来西亚。   ,nan,nan,nan
https://www.sinchew.com.my/content/content_2342103.html,即时国内/ 双溪感染群还有5787人等检测结果,全国,即时,2020-09-13,17:15:06, （布城13日讯）因医护人员确诊冠病而引发的吉打双溪感染群，目前还有5787人还在等待检测结果出炉。 累计56人确诊20是医护员 卫生总监丹斯里诺希山表示，双溪感染群今日有1宗新病例，目前累计56人确诊，其中20人是医护人员。 “截至今日中午12时，共有1万4044人已经进行检测，其中711人（5.06%）是医护人员，目前已确诊的医护人员有20人。” 他发表文告说，5787名仍在等待检测结果者，5781来自吉打，6人来自玻璃市。 “槟城共有135人进行检测，检测结果全数呈阴性。” ,nan,nan,nan
